protoudp,dportWell-known,dportUnspecified,dportRegistered,dportDynamic/Private,sportWell-known,sportUnspecified,sportRegistered,sportDynamic/Private,prototcp,protorarp,protoigmp,protoicmp,protoarp,dur,pkts,bytes,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.250853,4,240,4,0,240,0,0.4847983596362704,0.4847983596362704,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,29.867577,13,2885,9,4,2119,766,0.435254590621797,0.3013301011997056,0.1339244894220914,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000203,2,120,1,1,60,60,9852.216748768473,4926.108374384236,4926.108374384236,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.8e-05,2,120,1,1,60,60,111111.11111111112,55555.55555555556,55555.55555555556,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.247694,4,240,4,0,240,0,0.4849840452373719,0.4849840452373719,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000125,2,120,1,1,60,60,16000.0,8000.0,8000.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.145012,2,340,1,1,81,259,13.791962044520451,6.8959810222602265,6.8959810222602265,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.3e-05,2,120,1,1,60,60,86956.52173913043,43478.260869565216,43478.260869565216,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1e-06,2,120,1,1,60,60,2000000.0,1000000.0,1000000.0,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,9.8e-05,2,120,1,1,60,60,20408.163265306124,10204.081632653062,10204.081632653062,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.043637,2,176,2,0,176,0,0.3965392434070889,0.3965392434070889,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.9e-05,2,120,1,1,60,60,33898.30508474576,16949.15254237288,16949.15254237288,1,3
0,1,0,0,0,1,0,0,0,1,0,0,0,0,24.635098,127,37592,127,0,37592,0,5.155246388709313,5.155246388709313,0.0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000438,2,120,1,1,60,60,4566.2100456621,2283.10502283105,2283.10502283105,1,4
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.4e-05,2,120,1,1,60,60,142857.14285714287,71428.57142857143,71428.57142857143,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,32.88657,10,1616,6,4,850,766,0.304075493430905,0.182445296058543,0.121630197372362,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,22.538246,8,2040,5,3,710,1330,0.3549521999183077,0.2218451249489423,0.1331070749693654,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.8e-05,1,60,1,0,60,0,26315.78947368421,26315.78947368421,0.0,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,37.101887,10,1663,6,4,897,766,0.2695280700951949,0.1617168420571169,0.1078112280380779,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000907,2,120,1,1,60,60,2205.071664829107,1102.5358324145534,1102.5358324145534,1,4
1,1,0,0,0,1,0,0,0,0,0,0,0,0,43.145741,976,939337,976,0,939337,0,22.621004469479384,22.621004469479384,0.0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,15.512671,10,1570,6,4,804,766,0.6446343121697096,0.3867805873018257,0.2578537248678838,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.00012,2,120,1,1,60,60,16666.666666666668,8333.333333333334,8333.333333333334,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.3e-05,2,120,1,1,60,60,37735.84905660377,18867.924528301886,18867.924528301886,1,4
1,0,0,1,0,0,0,1,0,0,0,0,0,0,4.7e-05,1,60,1,0,60,0,21276.595744680853,21276.595744680853,0.0,1,3
1,1,0,0,0,1,0,0,0,0,0,0,0,0,22.533857,965,57900,965,0,57900,0,42.82444856200161,42.82444856200161,0.0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.247683,4,240,4,0,240,0,0.4849846920644258,0.4849846920644258,0.0,1,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.044348,2,176,2,0,176,0,0.3964833512675969,0.3964833512675969,0.0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,2.501094,2,172,2,0,172,0,0.7996500731279992,0.7996500731279992,0.0,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.027514,2,120,1,1,60,60,72.69026677327906,36.34513338663953,36.34513338663953,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,13.479901,17,3957,13,4,3191,766,1.2611368584976996,0.9643987741452996,0.2967380843523999,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,26.88106,10,1601,6,4,835,766,0.3720091395205397,0.2232054837123238,0.1488036558082159,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000724,2,120,1,1,60,60,2762.430939226519,1381.2154696132595,1381.2154696132595,1,4
0,1,0,0,0,0,0,1,0,1,0,0,0,0,3.3e-05,2,120,1,1,60,60,60606.0606060606,30303.0303030303,30303.0303030303,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.046292,2,176,2,0,176,0,0.3963306126557876,0.3963306126557876,0.0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,2.34911,2,120,2,0,120,0,0.8513862696936286,0.8513862696936286,0.0,1,2
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.000556,2,120,1,1,60,60,3597.1223021582737,1798.5611510791368,1798.5611510791368,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000151,2,120,1,1,60,60,13245.03311258278,6622.51655629139,6622.51655629139,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.25012,4,240,4,0,240,0,0.484841432609465,0.484841432609465,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,18.576273,10,1557,6,4,791,766,0.5383211153281393,0.3229926691968836,0.2153284461312557,1,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.501102,2,172,2,0,172,0,0.7996475153752226,0.7996475153752226,0.0,0,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.00048,2,120,1,1,60,60,4166.666666666667,2083.333333333333,2083.333333333333,1,4
0,1,0,0,0,1,0,0,0,1,0,0,0,0,37.066578,953,282088,953,0,282088,0,25.7104931563955,25.7104931563955,0.0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.283312,2,323,1,1,93,230,7.059355057321963,3.5296775286609816,3.5296775286609816,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.831659,2,120,2,0,120,0,0.4139364967602225,0.4139364967602225,0.0,1,2
1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.6e-05,1,60,1,0,60,0,17857.14285714286,17857.14285714286,0.0,1,3
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.000338,2,120,1,1,60,60,5917.15976331361,2958.579881656805,2958.579881656805,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,18.14411,8,2157,5,3,827,1330,0.4409144344914134,0.2755715215571334,0.16534291293428,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.227078,2,1209,1,1,70,1139,8.807546305674702,4.403773152837351,4.403773152837351,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,19.67753,10,1739,6,4,973,766,0.5081938637623726,0.3049163182574235,0.203277545504949,1,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,7.7e-05,1,60,1,0,60,0,12987.012987012988,12987.012987012988,0.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.849823,2,120,2,0,120,0,0.4123861839906322,0.4123861839906322,0.0,1,2
1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.2e-05,1,60,1,0,60,0,19230.76923076923,19230.76923076923,0.0,1,3
0,1,0,0,0,1,0,0,0,1,0,0,0,0,38.98859,1051,311096,1051,0,311096,0,26.95660448351684,26.95660448351684,0.0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,22.821501,1826,1754346,1826,0,1754346,0,80.01226562617418,80.01226562617418,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,6.1e-05,2,120,1,1,60,60,32786.88524590164,16393.44262295082,16393.44262295082,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.001571,2,120,1,1,60,60,1273.0744748567793,636.5372374283896,636.5372374283896,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,7.6e-05,2,120,1,1,60,60,26315.78947368421,13157.894736842103,13157.894736842103,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.245286,4,240,4,0,240,0,0.4851256827234373,0.4851256827234373,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,15.545358,10,1566,6,4,800,766,0.6432788489013891,0.3859673093408334,0.2573115395605556,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000108,2,120,1,1,60,60,18518.51851851852,9259.25925925926,9259.25925925926,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.243057,4,240,4,0,240,0,0.4852568652624869,0.4852568652624869,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.001132,2,120,1,1,60,60,1766.7844522968198,883.3922261484099,883.3922261484099,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.18004,2,120,2,0,120,0,0.3860974046532459,0.3860974046532459,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,7.8e-05,2,120,1,1,60,60,25641.02564102564,12820.51282051282,12820.51282051282,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,36.447182,10,2210,6,4,814,1396,0.2743696343931336,0.1646217806358801,0.1097478537572534,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.001015,2,120,1,1,60,60,1970.4433497536943,985.2216748768471,985.2216748768471,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,91.680702,10,2172,6,4,776,1396,0.1090742084413795,0.0654445250648277,0.0436296833765518,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,4e-05,2,120,1,1,60,60,49999.99999999999,25000.0,25000.0,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.177701,2,120,2,0,120,0,0.3862718221851745,0.3862718221851745,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,123.043518,10,2264,6,4,868,1396,0.0812720585573634,0.048763235134418,0.0325088234229453,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.831659,2,120,2,0,120,0,0.4139364967602225,0.4139364967602225,0.0,1,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.043023,2,176,2,0,176,0,0.3965875229995976,0.3965875229995976,0.0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,37.750202,10,2259,6,4,863,1396,0.2648992447775511,0.1589395468665306,0.1059596979110204,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,6.3e-05,2,120,1,1,60,60,31746.031746031746,15873.015873015873,15873.015873015873,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000145,2,120,1,1,60,60,13793.103448275862,6896.551724137931,6896.551724137931,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.186005,2,120,2,0,120,0,0.385653311171123,0.385653311171123,0.0,1,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.193037,2,120,2,0,120,0,0.385131089957572,0.385131089957572,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,7.040926,10,1590,6,4,824,766,1.4202677318295918,0.8521606390977551,0.5681070927318367,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000118,2,120,1,1,60,60,16949.15254237288,8474.57627118644,8474.57627118644,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.001318,2,120,1,1,60,60,1517.4506828528074,758.7253414264037,758.7253414264037,1,4
0,1,0,0,0,1,0,0,0,1,0,0,0,0,28.200211,477,445962,477,0,445962,0,16.914767056175574,16.914767056175574,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.2e-05,2,120,1,1,60,60,38461.53846153846,19230.76923076923,19230.76923076923,1,3
1,0,0,1,0,0,0,1,0,0,0,0,0,0,8.1e-05,1,60,1,0,60,0,12345.679012345678,12345.679012345678,0.0,1,3
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.000908,2,120,1,1,60,60,2202.643171806168,1101.3215859030838,1101.3215859030838,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.9e-05,1,60,1,0,60,0,16949.15254237288,16949.15254237288,0.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.678682,4,240,4,0,240,0,0.5209227312708092,0.5209227312708092,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,2.351756,2,120,2,0,120,0,0.8504283607653175,0.8504283607653175,0.0,1,2
0,1,0,0,0,0,0,1,0,1,0,0,0,0,45.063244,10,1663,6,4,897,766,0.2219103444927311,0.1331462066956387,0.0887641377970924,1,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.190247,2,120,2,0,120,0,0.3853381158931357,0.3853381158931357,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000347,2,120,1,1,60,60,5763.688760806916,2881.844380403458,2881.844380403458,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,5.2e-05,2,120,1,1,60,60,38461.53846153846,19230.76923076923,19230.76923076923,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.047974,2,176,2,0,176,0,0.3961985541129966,0.3961985541129966,0.0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.004792,2,120,1,1,60,60,417.3622704507512,208.6811352253756,208.6811352253756,1,4
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.000199,2,120,1,1,60,60,10050.251256281406,5025.125628140703,5025.125628140703,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.144059,2,227,1,1,76,151,13.88320063307395,6.941600316536975,6.941600316536975,0,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,6.9e-05,1,60,1,0,60,0,14492.753623188406,14492.753623188406,0.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.007559,2,172,1,1,86,86,264.58526260087314,132.29263130043657,132.29263130043657,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,2.7e-05,2,120,1,1,60,60,74074.07407407407,37037.03703703704,37037.03703703704,1,4
0,1,0,0,0,0,0,1,0,1,0,0,0,0,53.237484,10,1742,6,4,976,766,0.1878375769974403,0.1127025461984642,0.0751350307989761,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.9e-05,1,60,1,0,60,0,34482.75862068965,34482.75862068965,0.0,1,3
0,1,0,0,0,0,0,1,0,1,0,0,0,0,135.699081,10,2175,6,4,779,1396,0.0736924666424233,0.0442154799854539,0.0294769866569693,1,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.197862,2,120,2,0,120,0,0.3847735857550662,0.3847735857550662,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.143851,2,227,1,1,76,151,13.90327491640656,6.95163745820328,6.95163745820328,0,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,42.011951,1026,303696,1026,0,303696,0,24.42162231408868,24.42162231408868,0.0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.047954,2,176,2,0,176,0,0.3962001238521587,0.3962001238521587,0.0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,32.136879,30,10993,15,15,10003,990,0.9335069531798654,0.4667534765899327,0.4667534765899327,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,6.6e-05,2,120,1,1,60,60,30303.0303030303,15151.51515151515,15151.51515151515,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,54.835972,10,2168,6,4,772,1396,0.1823620451188501,0.10941722707131,0.07294481804754,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.003335,2,120,1,1,60,60,599.7001499250375,299.8500749625188,299.8500749625188,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000121,2,120,1,1,60,60,16528.92561983471,8264.462809917355,8264.462809917355,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,7.05594,10,1602,6,4,836,766,1.417245611498964,0.8503473668993784,0.5668982445995856,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.248389,4,240,4,0,240,0,0.4849431810260161,0.4849431810260161,0.0,1,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,6.8e-05,2,120,1,1,60,60,29411.76470588236,14705.882352941177,14705.882352941177,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.678676,4,240,4,0,240,0,0.5209231383118652,0.5209231383118652,0.0,1,2
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.003732,2,120,1,1,60,60,535.9056806002144,267.9528403001072,267.9528403001072,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,22.733364,10,1515,6,4,749,766,0.4398821045578648,0.2639292627347189,0.1759528418231459,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,5e-05,1,60,1,0,60,0,20000.0,20000.0,0.0,1,3
1,0,0,1,0,0,0,1,0,0,0,0,0,0,8.5e-05,1,60,1,0,60,0,11764.70588235294,11764.70588235294,0.0,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,2e-05,2,120,1,1,60,60,100000.0,49999.99999999999,49999.99999999999,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,32.907513,10,1544,6,4,778,766,0.3038819737000484,0.182329184220029,0.1215527894800193,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.00404,2,120,1,1,60,60,495.049504950495,247.5247524752475,247.5247524752475,1,4
1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.9e-05,1,60,1,0,60,0,16949.15254237288,16949.15254237288,0.0,1,3
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.197909,2,120,2,0,120,0,0.3847701065947865,0.3847701065947865,0.0,1,2
0,0,0,1,0,0,0,0,1,1,0,0,0,0,7e-06,2,120,1,1,60,60,285714.28571428574,142857.14285714287,142857.14285714287,1,4
0,1,0,0,0,0,0,1,0,1,0,0,0,0,31.717072,10,1558,6,4,792,766,0.315287615452019,0.1891725692712114,0.1261150461808076,1,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.183366,2,120,2,0,120,0,0.385849658310835,0.385849658310835,0.0,1,2
0,1,0,0,0,0,0,1,0,1,0,0,0,0,4.6e-05,2,120,1,1,60,60,43478.260869565216,21739.130434782608,21739.130434782608,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,36.68803,10,2203,6,4,807,1396,0.2725684644283163,0.1635410786569897,0.1090273857713265,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,5e-05,2,120,1,1,60,60,40000.0,20000.0,20000.0,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.834966,2,120,2,0,120,0,0.413653374191256,0.413653374191256,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.830064,2,120,2,0,120,0,0.414073188264172,0.414073188264172,0.0,1,2
0,1,0,0,0,0,0,1,0,1,0,0,0,0,31.734257,10,1599,6,4,833,766,0.3151168782681756,0.1890701269609053,0.1260467513072702,1,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,9.3e-05,2,120,1,1,60,60,21505.376344086024,10752.688172043012,10752.688172043012,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.180041,2,120,2,0,120,0,0.3860973301176573,0.3860973301176573,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,26.865294,10,1550,6,4,784,766,0.3722274544994743,0.2233364726996846,0.1488909817997897,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.000104,1,60,1,0,60,0,9615.384615384615,9615.384615384615,0.0,1,3
0,0,0,1,0,0,0,0,1,1,0,0,0,0,4.7e-05,2,120,1,1,60,60,42553.19148936171,21276.595744680853,21276.595744680853,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.24306,4,240,4,0,240,0,0.4852566886568822,0.4852566886568822,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,33.933632,10,1531,6,4,765,766,0.2946928875753706,0.1768157325452223,0.1178771550301482,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,18.947906,10,1472,6,4,706,766,0.5277628039742228,0.3166576823845337,0.2111051215896891,1,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,60.12701,9592,9346949,4796,4796,4823417,4523532,159.52897042443988,79.76448521221994,79.76448521221994,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,7e-05,2,120,1,1,60,60,28571.42857142857,14285.714285714286,14285.714285714286,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.042825,2,176,2,0,176,0,0.3966030944956448,0.3966030944956448,0.0,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.6e-05,2,120,1,1,60,60,125000.0,62500.0,62500.0,1,3
0,0,0,1,0,0,0,1,0,1,0,0,0,0,9e-05,2,120,1,1,60,60,22222.222222222223,11111.111111111111,11111.111111111111,1,4
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.004005,2,120,1,1,60,60,499.3757802746567,249.6878901373284,249.6878901373284,1,4
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.689441,4,240,4,0,240,0,0.5201938606460469,0.5201938606460469,0.0,1,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.150608,2,408,1,1,95,313,13.27950706469776,6.639753532348879,6.639753532348879,0,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.2e-05,2,120,1,1,60,60,90909.09090909093,45454.545454545456,45454.545454545456,1,4
1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.5e-05,1,60,1,0,60,0,28571.42857142857,28571.42857142857,0.0,1,3
1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.684779,4,240,4,0,240,0,0.5205094382024519,0.5205094382024519,0.0,1,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.014085,2,180,1,1,90,90,141.99503017394392,70.99751508697196,70.99751508697196,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.00346,2,120,1,1,60,60,578.0346820809249,289.01734104046244,289.01734104046244,1,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,20.999025,10,1461,6,4,695,766,0.4762125860605433,0.2857275516363259,0.1904850344242173,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,88.073273,10,2141,6,4,745,1396,0.1135418232952464,0.0681250939771478,0.0454167293180985,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.000195,2,120,1,1,60,60,10256.410256410256,5128.205128205128,5128.205128205128,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,15.528978,10,1601,6,4,835,766,0.6439573808398724,0.3863744285039234,0.2575829523359489,1,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,4.6e-05,2,120,1,1,60,60,43478.260869565216,21739.130434782608,21739.130434782608,1,4
1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.04793,2,176,2,0,176,0,0.3962020075555723,0.3962020075555723,0.0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.002291,2,120,1,1,60,60,872.9812309035356,436.4906154517678,436.4906154517678,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,124.985153,10,2210,6,4,814,1396,0.0800095032087531,0.0480057019252518,0.0320038012835012,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.243061,4,240,4,0,240,0,0.4852566297883759,0.4852566297883759,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,33.961365,10,1538,6,4,772,766,0.2944522400675002,0.1766713440405001,0.117780896027,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.243057,4,240,4,0,240,0,0.4852568652624869,0.4852568652624869,0.0,1,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,36.452152,10,2251,6,4,855,1396,0.2743322259821588,0.1645993355892952,0.1097328903928635,1,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,2199.078857,50,3000,25,25,1500,1500,0.0227367926533614,0.0113683963266807,0.0113683963266807,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.239583,4,240,4,0,240,0,0.4854614608530553,0.4854614608530553,0.0,1,2
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.000795,2,120,1,1,60,60,2515.723270440252,1257.8616352201257,1257.8616352201257,1,4
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.000926,2,120,1,1,60,60,2159.8272138228945,1079.9136069114472,1079.9136069114472,1,4
1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.2e-05,1,60,1,0,60,0,19230.76923076923,19230.76923076923,0.0,1,3
0,1,0,0,0,0,0,0,1,1,0,0,0,0,32.900337,10,1588,6,4,822,766,0.303948254390221,0.1823689526341325,0.1215793017560883,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,8.245287,4,240,4,0,240,0,0.4851256238867125,0.4851256238867125,0.0,1,2
0,1,0,0,0,1,0,0,0,1,0,0,0,0,9.964949,270,79920,270,0,79920,0,27.09497058138481,27.09497058138481,0.0,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,6.80223,8,1553,5,3,853,700,1.1760849015690442,0.7350530634806527,0.4410318380883916,1,1
