protoudp,dportWell-known,dportUnspecified,dportRegistered,dportDynamic/Private,sportWell-known,sportUnspecified,sportRegistered,sportDynamic/Private,prototcp,protorarp,protoigmp,protoicmp,protoarp,dur,pkts,bytes,spkts,dpkts,sbytes,dbytes,rate,srate,drate,label,category
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1061009350903883,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.848919496681724,9.944842871958247,0.904076624723477,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.217712,126.0,96868.63280864198,122.0,4.0,95472.63280864198,1396.0,1.7447243413084037,1.6893362669811527,0.0553880743272509,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.188828,18.0,120.0,18.0,0.0,120.0,0.0,3.4689914562594866,3.4689914562594866,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106355365090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.846424556380772,9.94255584334904,0.903868713031731,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,166666.66666666666,166666.66666666666,0.0,1,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,186440.6779661017,186440.6779661017,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.180052,18.0,120.0,18.0,0.0,120.0,0.0,3.474868592052744,3.474868592052744,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.105964315090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.85025966594525,9.946071360449812,0.9041883054954376,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,478260.8695652174,478260.8695652174,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1081937950903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.828430959605976,9.926061712972144,0.9023692466338312,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.094551,42.0,28596.623659611992,38.0,4.0,27830.623659611992,766.0,1.9910355048562067,1.8014130758222824,0.1896224290339244,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106062325090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84929820660816,9.945190022724148,0.9041081838840136,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,55.987743,92.0,69682.45914902998,88.0,4.0,68286.45914902998,1396.0,1.6432168019346662,1.5717725931548985,0.071444208779768,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1061068750903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.848861235962746,9.944789466299184,0.9040717696635622,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,255813.9534883721,255813.9534883721,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.342125,18.0,120.0,18.0,0.0,120.0,0.0,7.685328494422801,7.685328494422801,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.239591,20.0,240.0,20.0,0.0,240.0,0.0,2.4273049475392647,2.4273049475392647,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.109252105090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.81809982143074,9.91659150297818,0.9015083184525616,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,314285.7142857143,314285.7142857143,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.678679,20.0,240.0,20.0,0.0,240.0,0.0,2.6046146739562888,2.6046146739562888,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.936108,59.0,42058.61548941799,55.0,4.0,41292.61548941799,766.0,1.9708640815967124,1.8372461777596472,0.1336179038370652,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1063019050903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.846948689851134,9.943036299030206,0.903912390820928,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-05,11.0,13585.671829805997,11.0,0.0,13585.671829805997,0.0,200000.0,200000.0,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1059950050903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84995858459532,9.945795369212377,0.9041632153829432,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,268292.68292682926,268292.68292682926,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.696321,42.0,28543.70365961199,38.0,4.0,27777.70365961199,766.0,2.132377919714042,1.9292943083127043,0.2030836114013373,1,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.105931645090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850580190260526,9.946365174405484,0.904215015855044,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1060672750903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849249652575931,9.94514551486127,0.9041041377146608,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.172364,18.0,120.0,18.0,0.0,120.0,0.0,3.480033501122504,3.480033501122504,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106022725090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84968665451184,9.945546099969189,0.9041405545426532,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,55.949593,92.0,69840.15914902998,88.0,4.0,68444.15914902998,1396.0,1.6443372519260329,1.5728443279292488,0.071492923996784,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106121725090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.848715586902884,9.944655954660975,0.904059632241907,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.259068,20.0,15346.731829805996,15.0,5.0,13876.731829805996,1470.0,3.195363910409665,2.3965229328072484,0.7988409776024162,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.183943,18.0,120.0,18.0,0.0,120.0,0.0,3.472260401011354,3.472260401011354,0.0,1,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,144736.84210526315,144736.84210526315,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.105953425090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850366505279602,9.946169296506303,0.9041972087733002,1,4.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1676.584351,26.0,14121.291829805996,21.0,5.0,13821.291829805996,300.0,0.0155077195993701,0.0125254658302605,0.0029822537691096,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.107366155090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.836524075472136,9.933480402516125,0.9030436729560112,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105929665090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850599616585232,9.946382981869798,0.904216634715436,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.842577,59.0,42231.27548941799,55.0,4.0,41465.27548941799,766.0,2.198000586903411,2.048983597960807,0.1490169889426041,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.08197,75.0,55667.64731922399,71.0,4.0,54901.64731922399,766.0,2.022546267094224,1.9146771328491987,0.1078691342450252,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.356108,18.0,120.0,18.0,0.0,120.0,0.0,7.639717703942265,7.639717703942265,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1066810750903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.843232318777927,9.939629625546434,0.903602693231494,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105990055090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850007144973189,9.94583988289209,0.904167262081099,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.849081,18.0,120.0,18.0,0.0,120.0,0.0,3.7120435810414394,3.7120435810414394,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106123705090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.848696167323714,9.944638153380073,0.9040580139436428,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.250116,20.0,240.0,20.0,0.0,240.0,0.0,2.424208338403969,2.424208338403969,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,71.190933,125.0,96956.98280864196,121.0,4.0,95560.98280864196,1396.0,1.7558415760613784,1.6996546456274144,0.0561869304339641,1,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,647058.8235294118,647058.8235294118,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.834968,18.0,120.0,18.0,0.0,120.0,0.0,3.722878827739915,3.722878827739915,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,3666666.6666666665,3666666.6666666665,0.0,1,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1060217350903885,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84969636606582,9.945555002227003,0.9041413638388184,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.239588,20.0,240.0,20.0,0.0,240.0,0.0,2.427305831310983,2.427305831310983,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1059672850903883,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.850230528310126,9.946044650950949,0.9041858773591772,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.029905,25.0,15420.211829805996,22.0,3.0,14720.211829805996,700.0,3.5562358239549465,3.129487525080353,0.4267482988745936,1,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,91666.66666666669,91666.66666666669,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.891838,59.0,42145.91548941799,55.0,4.0,41379.91548941799,766.0,2.19397424601472,2.0452302293357563,0.148744016678964,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1060425250903885,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849492427083067,9.945368058159476,0.9041243689235888,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106036585090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849550694581527,9.945421470033068,0.9041292245484608,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.241173,20.0,240.0,20.0,0.0,240.0,0.0,2.426838994885801,2.426838994885801,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.838805,18.0,120.0,18.0,0.0,120.0,0.0,3.7199267174436654,3.7199267174436654,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681902,20.0,240.0,20.0,0.0,240.0,0.0,2.6035218881990425,2.6035218881990425,0.0,1,2.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.689438,20.0,240.0,20.0,0.0,240.0,0.0,2.600970317986828,2.600970317986828,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.273937,29.0,29136.463659611996,25.0,4.0,27740.463659611996,1396.0,0.8461239804461332,0.7294172245225287,0.1167067559236045,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1060534150903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84938560496135,9.945270137881238,0.9041154670801126,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38.769112,29.0,28633.86365961199,25.0,4.0,27867.86365961199,766.0,0.7480181645635835,0.6448432453134341,0.1031749192501494,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.834965,18.0,120.0,18.0,0.0,120.0,0.0,3.7228811377124753,3.7228811377124753,0.0,1,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000174,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,63218.3908045977,63218.3908045977,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.849822,18.0,120.0,18.0,0.0,120.0,0.0,3.7114764211964895,3.7114764211964895,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.105995995090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849948872571908,9.945786466524249,0.904162406047659,1,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106615735090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.843872556194803,9.94021650984524,0.9036560463495672,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.246729,20.0,240.0,20.0,0.0,240.0,0.0,2.4252039808753265,2.4252039808753265,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106016785090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849744924096528,9.945599513755152,0.9041454103413774,1,4.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.243062,20.0,240.0,20.0,0.0,240.0,0.0,2.4262828545994197,2.4262828545994197,0.0,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106009855090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849812906069726,9.945661830563916,0.9041510755058104,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1073869450903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.836320631376529,9.93329391209515,0.9030267192813772,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,59.136017,108.0,83233.59097883597,104.0,4.0,81837.59097883597,1396.0,1.8262981762873884,1.7586575030915592,0.0676406731958292,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.679939,20.0,240.0,20.0,0.0,240.0,0.0,2.6041873509672406,2.6041873509672406,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.705315,42.0,28535.86365961199,38.0,4.0,27769.86365961199,766.0,2.1314046489487737,1.9284137300012716,0.2029909189475022,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.679944,20.0,240.0,20.0,0.0,240.0,0.0,2.604185655520405,2.604185655520405,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1060821250903885,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84910399308674,9.945011993662844,0.9040919994238952,1,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,137500.0,137500.0,0.0,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.481043,29.0,28602.503659611997,25.0,4.0,27836.503659611997,766.0,2.1511688672753286,1.8544559200649384,0.2967129472103902,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.107143405090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.838704313124015,9.935478953697016,0.9032253594270014,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.922466,59.0,42159.49548941798,55.0,4.0,41393.49548941798,766.0,1.7920893289099304,1.6705917472889182,0.1214975816210122,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1059940150903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849968296636115,9.945804271916442,0.9041640247196764,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,91.535919,158.0,123863.55646825396,154.0,4.0,122467.55646825396,1396.0,1.7260983636379943,1.6823996708876654,0.0436986927503289,1,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,268292.68292682926,268292.68292682926,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.181401,18.0,120.0,18.0,0.0,120.0,0.0,3.473963895093238,3.473963895093238,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.952187,59.0,42283.65548941799,55.0,4.0,41517.65548941799,766.0,1.7377378370353578,1.6199251023210963,0.1178127347142615,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.776403,59.0,42051.825489417984,55.0,4.0,41285.825489417984,766.0,2.2889151756356387,2.133734485762036,0.1551806898736026,1,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,180327.868852459,180327.868852459,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.172362,18.0,120.0,18.0,0.0,120.0,0.0,3.480034846748932,3.480034846748932,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1060454950903882,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.849463293568531,9.94534135243782,0.904121941130711,1,4.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.119244,75.0,55557.24731922399,71.0,4.0,54791.24731922399,766.0,2.0205152885118025,1.9127544731245063,0.1077608153872961,1,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,89.585678,158.0,123833.52646825396,154.0,4.0,122437.52646825396,1396.0,1.7636747695317994,1.7190247753664374,0.044649994165362,1,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.106104895090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.84888065613288,9.944807268121808,0.9040733880110734,1,3.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106652365090388,12.0,13643.691829805995,11.0,1.0,13583.691829805995,60.0,10.843513625907152,9.93988749041489,0.9036261354922628,1,4.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,11.0,13583.691829805995,11.0,0.0,13583.691829805995,0.0,166666.66666666666,166666.66666666666,0.0,1,3.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.247692,20.0,240.0,20.0,0.0,240.0,0.0,2.424920814210812,2.424920814210812,0.0,1,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1062801250903882,12.0,13657.551829805996,11.0,1.0,13597.551829805996,60.0,10.847162240232368,9.943232053546335,0.9039301866860306,1,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.347852,18.0,120.0,18.0,0.0,120.0,0.0,7.66658205031663,7.66658205031663,0.0,1,2.0
